epoch,cost
0,1e-08
1,126.0580825805664
2,118.9820785522461
3,111.91827392578125
4,102.42272186279297
5,94.83200073242188
6,87.10501098632812
7,77.94766235351562
8,68.19640350341797
9,58.9825439453125
10,51.01048278808594
11,43.982139587402344
12,37.20701599121094
13,30.825313568115234
14,25.459299087524414
15,21.13751983642578
16,17.44570541381836
17,14.206432342529297
18,11.45577621459961
19,9.19499397277832
20,7.366078853607178
21,5.88738489151001
22,4.688211441040039
23,3.7245664596557617
24,2.966574192047119
25,2.3814804553985596
26,1.9317150115966797
27,1.583573818206787
28,1.3118880987167358
29,1.0984777212142944
30,0.9297672510147095
31,0.7954195737838745
32,0.6875720620155334
33,0.6002726554870605
34,0.5290225148200989
35,0.4704000949859619
36,0.4217832386493683
37,0.38115647435188293
38,0.3469521403312683
39,0.3179481625556946
40,0.29318150877952576
41,0.27189114689826965
42,0.25347137451171875
43,0.23743796348571777
44,0.22340121865272522
45,0.21104121208190918
46,0.200104758143425
47,0.19037772715091705
48,0.181685209274292
49,0.17388424277305603
50,0.16685408353805542
51,0.1604931503534317
52,0.1547153890132904
53,0.14944961667060852
54,0.14463584125041962
55,0.14021870493888855
56,0.1361568570137024
57,0.13240638375282288
58,0.12893691658973694
59,0.12571951746940613
60,0.12272774428129196
61,0.11993857473134995
62,0.11733334511518478
63,0.11489467322826385
64,0.1126062273979187
65,0.11045554280281067
66,0.10843095928430557
67,0.10651817917823792
68,0.10471165180206299
69,0.10299840569496155
70,0.10137397050857544
71,0.09983021020889282
72,0.09836046397686005
73,0.09695693850517273
74,0.09561658650636673
75,0.09433389455080032
76,0.09310424327850342
77,0.09192255139350891
78,0.09078891575336456
79,0.08969545364379883
80,0.08864107728004456
81,0.08762391656637192
82,0.08663980662822723
83,0.08568711578845978
84,0.08476343750953674
85,0.08386699855327606
86,0.08299645781517029
87,0.08214741945266724
88,0.08132326602935791
89,0.08051927387714386
90,0.07973507046699524
91,0.07896799594163895
92,0.0782197043299675
93,0.07748804986476898
94,0.0767718106508255
95,0.07606928795576096
96,0.07538177818059921
97,0.07470795512199402
98,0.07404742389917374
99,0.07339969277381897
100,0.07276087254285812
101,0.07213479280471802
102,0.07151904702186584
103,0.07091455906629562
104,0.0703195184469223
105,0.06973327696323395
106,0.06915689259767532
107,0.06858822703361511
108,0.0680290088057518
109,0.06747870147228241
110,0.06693587452173233
111,0.06640063226222992
112,0.06587371230125427
113,0.06535360217094421
114,0.0648389384150505
115,0.06433193385601044
116,0.0638340637087822
117,0.06334061920642853
118,0.06285430490970612
119,0.062374189496040344
120,0.061900243163108826
121,0.061431799083948135
122,0.06096968427300453
123,0.0605129636824131
124,0.06006214767694473
125,0.059616006910800934
126,0.05917517840862274
127,0.05874056741595268
128,0.058309849351644516
129,0.05788575857877731
130,0.05746561661362648
131,0.0570511519908905
132,0.056641411036252975
133,0.056235380470752716
134,0.05583329126238823
135,0.05543610453605652
136,0.05504542961716652
137,0.05465702712535858
138,0.05427269637584686
139,0.05389445275068283
140,0.05351884290575981
141,0.05314771458506584
142,0.05278131365776062
143,0.05241658166050911
144,0.05205728858709335
145,0.051701515913009644
146,0.05135010927915573
147,0.051001399755477905
148,0.050657641142606735
149,0.05031711235642433
150,0.049978919327259064
151,0.049646638333797455
152,0.049314893782138824
153,0.04898763447999954
154,0.04866431653499603
155,0.04834428429603577
156,0.04802574962377548
157,0.047712527215480804
158,0.04740169644355774
159,0.04709368199110031
160,0.04678942635655403
161,0.04648702219128609
162,0.04618903622031212
163,0.04589231312274933
164,0.04559982568025589
165,0.04531092196702957
166,0.04502280056476593
167,0.04473843798041344
168,0.044457368552684784
169,0.0441792830824852
170,0.04390280693769455
171,0.04362913966178894
172,0.04335792362689972
173,0.043089695274829865
174,0.042823851108551025
175,0.04255956783890724
176,0.04229886829853058
177,0.04204048961400986
178,0.04178397357463837
179,0.04153168946504593
180,0.04128078371286392
181,0.041030894964933395
182,0.040784887969493866
183,0.040540196001529694
184,0.04029729217290878
185,0.04005731642246246
186,0.039820268750190735
187,0.03958447277545929
188,0.03934987634420395
189,0.03911951929330826
190,0.0388898141682148
191,0.03866327926516533
192,0.038437582552433014
193,0.038215525448322296
194,0.0379934087395668
195,0.03777439892292023
196,0.03755634278059006
197,0.03734109550714493
198,0.03712727874517441
199,0.03691692650318146
200,0.03670765459537506
201,0.03649873286485672
202,0.0362933948636055
203,0.03608746454119682
204,0.0358857735991478
205,0.03568438068032265
206,0.03548466041684151
207,0.03528810292482376
208,0.035092443227767944
209,0.03489857167005539
210,0.034705184400081635
211,0.034515131264925
212,0.0343259833753109
213,0.034137725830078125
214,0.033951856195926666
215,0.03376748412847519
216,0.033584125339984894
217,0.033403269946575165
218,0.03322385251522064
219,0.03304503113031387
220,0.032867223024368286
221,0.032692939043045044
222,0.032517701387405396
223,0.03234580159187317
224,0.03217349201440811
225,0.032003507018089294
226,0.03183507174253464
227,0.03166789188981056
228,0.031502801924943924
229,0.031338490545749664
230,0.031175250187516212
231,0.03101332113146782
232,0.030852891504764557
233,0.0306929349899292
234,0.030535606667399406
235,0.03037911280989647
236,0.030222980305552483
237,0.03006875514984131
238,0.02991614118218422
239,0.02976311184465885
240,0.029613126069307327
241,0.029463142156600952
242,0.029314527288079262
243,0.029167823493480682
244,0.02902177721261978
245,0.02887626923620701
246,0.028732314705848694
247,0.02859014831483364
248,0.028447981923818588
249,0.02830743044614792
250,0.028167711570858955
251,0.028028292581439018
252,0.02789340540766716
253,0.027755239978432655
254,0.02762053720653057
255,0.027484940364956856
256,0.027352383360266685
257,0.027219947427511215
258,0.027088407427072525
259,0.02695835568010807
260,0.026828549802303314
261,0.02670064941048622
262,0.026573168113827705
263,0.02644646167755127
264,0.02632005326449871
265,0.02619543857872486
266,0.02607255056500435
267,0.025949008762836456
268,0.025826839730143547
269,0.025705086067318916
270,0.025584649294614792
271,0.02546587958931923
272,0.025347411632537842
273,0.02523001655936241
274,0.025112800300121307
275,0.024996301159262657
276,0.024880757555365562
277,0.02476688288152218
278,0.02465241216123104
279,0.02454015240073204
280,0.024427291005849838
281,0.0243170578032732
282,0.02420646697282791
283,0.024096351116895676
284,0.023987554013729095
285,0.023880183696746826
286,0.0237717404961586
287,0.023666102439165115
288,0.0235593318939209
289,0.02345452830195427
290,0.023348890244960785
291,0.023246534168720245
292,0.023143760859966278
293,0.023040689527988434
294,0.02294018305838108
295,0.022838782519102097
296,0.022738158702850342
297,0.022638726979494095
298,0.022539354860782623
299,0.022440876811742783
300,0.02234329655766487
301,0.022246789187192917
302,0.022151116281747818
303,0.022055087611079216
304,0.02196001075208187
305,0.021865352988243103
306,0.02177153155207634
307,0.021678723394870758
308,0.021586034446954727
309,0.02149561420083046
310,0.021403582766652107
311,0.021312743425369263
312,0.021222559735178947
313,0.021132677793502808
314,0.02104327082633972
315,0.020954998210072517
316,0.020867202430963516
317,0.02077946811914444
318,0.020692508667707443
319,0.020606620237231255
320,0.020521629601716995
321,0.020436162129044533
322,0.020352182909846306
323,0.02026766911149025
324,0.020184587687253952
325,0.02010156586766243
326,0.020019082352519035
327,0.01993647776544094
328,0.019856318831443787
329,0.019775265827775
330,0.019695108756422997
331,0.019615009427070618
332,0.019534971565008163
333,0.01945725828409195
334,0.01937859319150448
335,0.019301358610391617
336,0.019223228096961975
337,0.019146829843521118
338,0.019070370122790337
339,0.018993735313415527
340,0.01891888678073883
341,0.01884397864341736
342,0.01876978576183319
343,0.01869511604309082
344,0.018621820956468582
345,0.018547747284173965
346,0.01847570389509201
347,0.01840491220355034
348,0.018331319093704224
349,0.018259752541780472
350,0.018189556896686554
351,0.018118705600500107
352,0.018048394471406937
353,0.017978377640247345
354,0.017908362671732903
355,0.017840495333075523
356,0.01777203008532524
357,0.017703745514154434
358,0.017635997384786606
359,0.01756938174366951
360,0.017501872032880783
361,0.01743609458208084
362,0.017370015382766724
363,0.01730375736951828
364,0.017238397151231766
365,0.01717291586101055
366,0.017108509317040443
367,0.01704481802880764
368,0.016980469226837158
369,0.016917075961828232
370,0.016853921115398407
371,0.01679171994328499
372,0.016729580238461494
373,0.016666308045387268
374,0.016605835407972336
375,0.016544532030820847
376,0.016482926905155182
377,0.016421683132648468
378,0.016362464055418968
379,0.01630193367600441
380,0.01624182239174843
381,0.016183143481612206
382,0.016124820336699486
383,0.016066258773207664
384,0.016007520258426666
385,0.015950389206409454
386,0.015891769900918007
387,0.015835056081414223
388,0.01577792689204216
389,0.0157210361212492
390,0.01566581428050995
391,0.01560874655842781
392,0.015553286299109459
393,0.01549759041517973
394,0.015442250296473503
395,0.015388162806630135
396,0.015332940965890884
397,0.015279152430593967
398,0.015225781127810478
399,0.015171217732131481
400,0.015117845498025417
401,0.015065190382301807
402,0.015012354589998722
403,0.014959938824176788
404,0.014907998964190483
405,0.014856417663395405
406,0.014804179780185223
407,0.014753312803804874
408,0.014701075851917267
409,0.0146511634811759
410,0.014600714668631554
411,0.01455050427466631
412,0.014499520882964134
413,0.014449906535446644
414,0.014400471933186054
415,0.014350740239024162
416,0.014302974566817284
417,0.014253362081944942
418,0.01420506089925766
419,0.0141564030200243
420,0.014109054580330849
421,0.01406075432896614
422,0.014012989588081837
423,0.01396731287240982
424,0.013919549062848091
425,0.013873036950826645
426,0.013826824724674225
427,0.013781266286969185
428,0.013734277337789536
429,0.013688720762729645
430,0.013642685487866402
431,0.013597963377833366
432,0.013552823103964329
433,0.013507265597581863
434,0.013464332558214664
435,0.01342044584453106
436,0.013373933732509613
437,0.013331240974366665
438,0.013286160305142403
439,0.013243764638900757
440,0.013200115412473679
441,0.013157838024199009
442,0.013114606961607933
443,0.013071615248918533
444,0.013030530884861946
445,0.012987598776817322
446,0.012945976108312607
447,0.01290429662913084
448,0.012862377800047398
449,0.012820638716220856
450,0.0127804484218359
451,0.012738589197397232
452,0.012698638252913952
453,0.012657435610890388
454,0.012616947293281555
455,0.01257777214050293
456,0.01253722608089447
457,0.012498109601438046
458,0.012458099983632565
459,0.012418387457728386
460,0.012379569932818413
461,0.012340812012553215
462,0.012301458045840263
463,0.012262223288416862
464,0.012225313112139702
465,0.012186198495328426
466,0.012147798202931881
467,0.012109994888305664
468,0.012073146179318428
469,0.012034268118441105
470,0.011997537687420845
471,0.011961046606302261
472,0.011923601850867271
473,0.01188591681420803
474,0.011850260198116302
475,0.011813649907708168
476,0.011777694337069988
477,0.01174132153391838
478,0.011705068871378899
479,0.011669770814478397
480,0.011635128408670425
481,0.011599352583289146
482,0.011563695967197418
483,0.011528993956744671
484,0.011493575759232044
485,0.011458516120910645
486,0.011423814110457897
487,0.011390721425414085
488,0.011355900205671787
489,0.01132107898592949
490,0.0112876882776618
491,0.011253641918301582
492,0.011219894513487816
493,0.011186385527253151
494,0.01115347072482109
495,0.011119484901428223
496,0.011086631566286087
497,0.011053957045078278
498,0.011020686477422714
499,0.010989442467689514
500,0.01095670834183693
