epoch,cost
1,3961.03076171875
2,3693.862060546875
3,3680.280029296875
4,3512.87158203125
5,3211.136962890625
6,2938.678955078125
7,2697.615234375
8,2504.283447265625
9,2370.190673828125
10,2304.82861328125
11,2226.3896484375
12,2102.18359375
13,1983.92626953125
14,1896.7381591796875
15,1833.689453125
16,1779.492919921875
17,1714.10400390625
18,1631.60205078125
19,1550.7991943359375
20,1488.598876953125
21,1441.67578125
22,1395.35302734375
23,1341.129638671875
24,1284.3829345703125
25,1233.2103271484375
26,1186.33203125
27,1140.774658203125
28,1098.770751953125
29,1059.8819580078125
30,1020.4969482421875
31,980.0655517578125
32,941.9620361328125
33,908.5589599609375
34,877.732177734375
35,846.909423828125
36,815.364501953125
37,783.7554931640625
38,754.6397705078125
39,728.1307983398438
40,701.5647583007812
41,674.902099609375
42,649.0579833984375
43,624.2655639648438
44,601.2225341796875
45,578.5732421875
46,555.5762939453125
47,533.270751953125
48,511.82122802734375
49,491.7691955566406
50,471.7873229980469
51,451.75164794921875
52,432.5566711425781
53,413.9013671875
54,396.449462890625
55,379.59283447265625
56,362.95458984375
57,347.1553955078125
58,332.2448425292969
59,317.49688720703125
60,303.08349609375
61,289.2250671386719
62,275.73211669921875
63,262.8360595703125
64,250.30723571777344
65,238.17691040039062
66,226.4786376953125
67,215.34324645996094
68,204.62808227539062
69,194.13568115234375
70,184.1488494873047
71,174.56317138671875
72,165.4055938720703
73,156.52584838867188
74,148.0384063720703
75,139.9735107421875
76,132.293212890625
77,124.99224853515625
78,118.01052856445312
79,111.41199493408203
80,105.11483764648438
81,99.15410614013672
82,93.4738998413086
83,88.1295166015625
84,83.07655334472656
85,78.3289794921875
86,73.82534790039062
87,69.60578155517578
88,65.626220703125
89,61.90276336669922
90,58.40331268310547
91,55.13384246826172
92,52.0561408996582
93,49.176673889160156
94,46.46595764160156
95,43.926910400390625
96,41.53541564941406
97,39.29663848876953
98,37.195762634277344
99,35.22686004638672
100,33.373558044433594
101,31.641551971435547
102,30.01764488220215
103,28.49737548828125
104,27.075529098510742
105,25.744491577148438
106,24.500885009765625
107,23.338050842285156
108,22.25079345703125
109,21.234073638916016
110,20.283666610717773
111,19.39455223083496
112,18.562421798706055
113,17.783666610717773
114,17.053783416748047
115,16.37063980102539
116,15.72968864440918
117,15.129180908203125
118,14.565579414367676
119,14.036352157592773
120,13.539107322692871
121,13.071401596069336
122,12.630905151367188
123,12.216054916381836
124,11.824373245239258
125,11.454695701599121
126,11.105298042297363
127,10.77457046508789
